# 字 6000-7499
 6000 | bug                            | 蟲子                             | 🐾        | chunks=['b', 'ug'] | py=ㄅㄧ-ㄚㄍ | theme=animals | stage=1
 7404 | imitation                      | 模仿，模擬                          | 🎓        | chunks=['i', 'mi', 'ta', 'tion'] | py=ㄌㄜ-ㄇㄞ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=3
 7405 | immigrant                      | 移民、移入的                         | 🎨        | chunks=['im', 'mig', 'rant'] | py=ㄧㄇ-ㄇㄧㄍ-ㄌㄣㄊ | theme=adjectives | stage=3
 7406 | impression                     | 印象                             | 💭        | chunks=['im', 'pres', 'sion'] | py=ㄧㄇ-ㄆㄌㄝ-ㄒㄣ | theme=academic-words | stage=3
 7407 | incident                       | 事件                             | 🎨        | chunks=['in', 'ci', 'dent'] | py=ㄧㄣ-ㄙㄜ-ㄉㄣㄊ | theme=adjectives | stage=3
 7408 | indication                     | 指示                             | 🎓        | chunks=['in', 'di', 'ca', 'tion'] | py=ㄧㄣ-ㄉㄧ-ㄎㄚ-ㄒㄣ | theme=academic-words | stage=3
 7409 | industrialize                  | 工業化                            | 🏃        | chunks=['in', 'dus', 'tria', 'li', 'ze'] | py=ㄧㄣ-ㄉㄚㄙ-ㄊㄖㄧㄚ-ㄌㄧ-ㄗㄧ | theme=actions | stage=3 base=industrial
 7410 | infect                         | 傳染                             | 🏃        | chunks=['in', 'fect'] | py=ㄧㄣ-ㄈㄝㄎㄊ | theme=actions | stage=3
 7411 | influential                    | 有影響力的                          | 🎨        | chunks=['in', 'fluen', 'tial'] | py=ㄧㄣ-ㄈㄌㄩㄋ-ㄒㄦ | theme=adjectives | stage=3
 7412 | information                    | 消息                             | 🎓        | chunks=['in', 'for', 'ma', 'tion'] | py=ㄧㄣ-ㄈㄛ-ㄇㄚ-ㄒㄣ | theme=academic-words | stage=3 base=inform
 7413 | informative                    | 教育性的                           | 🎨        | chunks=['in', 'for', 'ma', 'ti', 've'] | py=ㄧㄣ-ㄈㄛ-ㄇㄚ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=3
 7414 | ingredient                     | 原料                             | 🎨        | chunks=['in', 'gre', 'dient'] | py=ㄧㄣ-ㄍㄌㄜ-ㄉㄞㄋㄊ | theme=adjectives | stage=3
 7415 | innocence                      | 無罪                             | 🎓        | chunks=['in', 'no', 'cen', 'ce'] | py=ㄧㄣ-ㄋㄛ-ㄙㄝㄣ-ㄙㄜ | theme=academic-words | stage=3
 7416 | inspection                     | 檢查，檢驗                          | 🎓        | chunks=['in', 'spec', 'tion'] | py=ㄧㄣ-ㄙㄆㄝ-ㄒㄣ | theme=academic-words | stage=3
 7417 | inspiration                    | 靈感                             | 🎓        | chunks=['in', 'spi', 'ra', 'tion'] | py=ㄧㄣ-ㄙㄆㄞ-ㄌㄚ-ㄒㄣ | theme=academic-words | stage=3 base=inspire
 7418 | inspire                        | 鼓舞，激勵                          | 💡        | chunks=['in', 'spi', 're'] | py=ㄧㄣ-ㄙㄆㄞ-ㄌㄧ | theme=music | stage=3
 7419 | instinct                       | 本能                             | 🏃        | chunks=['in', 'stinct'] | py=ㄧㄣ-ㄙㄊㄧㄋㄎㄊ | theme=actions | stage=3
 7420 | instructor                     | 教員                             | 👨‍⚕️     | chunks=['ins', 'truc', 'tor'] | py=ㄧㄋㄙ-ㄊㄖㄚㄎ-ㄊㄜ | theme=jobs | stage=3 base=instruct
 7421 | insult                         | 侮辱，羞辱                          | 🏃        | chunks=['in', 'sult'] | py=ㄧㄣ-ㄗㄚㄦㄊ | theme=actions | stage=3
 7422 | intellectual                   | 智力的                            | 🎨        | chunks=['in', 'tel', 'lec', 'tual'] | py=ㄧㄣ-ㄊㄝㄦ-ㄌㄝㄎ-ㄊㄚㄚㄌ | theme=adjectives | stage=3
 7423 | intend                         | 想要                             | 🏃        | chunks=['in', 'tend'] | py=ㄧㄣ-ㄊㄝㄋㄉ | theme=actions | stage=3
 7424 | intensify                      | 加強，增強                          | 🏃        | chunks=['in', 'ten', 'si', 'fy'] | py=ㄧㄣ-ㄊㄣ-ㄗㄜ-ㄈㄞ | theme=numbers | stage=3
 7425 | intensity                      | 強度、強烈                          | 🎓        | chunks=['in', 'ten', 'si', 'ty'] | py=ㄧㄣ-ㄊㄣ-ㄗㄜ-ㄊㄧ | theme=academic-words | stage=3
 7426 | intensive                      | 加強的                            | 🎨        | chunks=['in', 'ten', 'si', 've'] | py=ㄧㄣ-ㄊㄣ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3 base=intense
 7427 | intention                      | 意圖，意向，目的                       | 🎨        | chunks=['in', 'ten', 'tion'] | py=ㄧㄣ-ㄊㄣ-ㄒㄣ | theme=adjectives | stage=3
 7428 | interaction                    | 互動                             | 🎓        | chunks=['in', 'te', 'rac', 'tion'] | py=ㄧㄣ-ㄊㄧ-ㄌㄚ-ㄒㄣ | theme=academic-words | stage=3
 7429 | interfere                      | 妨礙                             | 🏃        | chunks=['in', 'ter', 'fe', 're'] | py=ㄧㄣ-ㄊㄜ-ㄈㄧ-ㄌㄧ | theme=actions | stage=3
 7430 | interruption                   | 中止                             | 🎓        | chunks=['in', 'ter', 'rup', 'tion'] | py=ㄧㄣ-ㄊㄜ-ㄌㄚㄆ-ㄒㄣ | theme=academic-words | stage=3
 7431 | intimate                       | 親密的，熟悉的                        | 🎨        | chunks=['in', 'ti', 'ma', 'te'] | py=ㄧㄣ-ㄊㄜ-ㄇㄚ-ㄊㄧ | theme=adjectives | stage=3
 7432 | intonation                     | 語調                             | 🎓        | chunks=['in', 'to', 'na', 'tion'] | py=ㄧㄣ-ㄊㄛ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=3
 7433 | invade                         | 侵入，侵略                          | 🏃        | chunks=['in', 'va', 'de'] | py=ㄧㄣ-ㄈㄚ-ㄉㄧ | theme=actions | stage=3
 7434 | invention                      | 發明，創造                          | 🎓        | chunks=['in', 'ven', 'tion'] | py=ㄧㄣ-ㄈㄣ-ㄒㄣ | theme=academic-words | stage=3
 7435 | involvement                    | 捲入，連累                          | 🎨        | chunks=['in', 'vol', 've', 'ment'] | py=ㄧㄣ-ㄈㄚ-ㄈㄜ-ㄇㄣㄊ | theme=adjectives | stage=3 base=involve
 7436 | itch                           | 癢                              | 🏃        | chunks=['it', 'ch'] | py=ㄧㄊ-ㄔ | theme=actions | stage=3
 7437 | jealousy                       | 妒忌                             | 🏃        | chunks=['jea', 'lou', 'sy'] | py=ㄐㄝ-ㄌㄠ-ㄗㄧ | theme=actions | stage=3
 7438 | landslide                      | 山崩                             | 🌳        | chunks=['land', 'sli', 'de'] | py=ㄌㄢㄉ-ㄙㄌㄧ-ㄉㄧ | theme=nature | stage=3
 7439 | learned                        | 有學問的，博學的                       | 📚        | chunks=['lear', 'ned'] | py=ㄌㄧㄜ-ㄋㄝㄉ | theme=adjectives | stage=3 base=learn
 7440 | learning                       | 學習                             | 🏃        | chunks=['lear', 'ning'] | py=ㄌㄧㄜ-ㄋㄧㄥ | theme=actions | stage=3 base=learn
 7441 | lecturer                       | 講演者                            | 👨‍⚕️     | chunks=['lec', 'tu', 'rer'] | py=ㄌㄝㄎ-ㄑㄨ-ㄖㄜ | theme=jobs | stage=3 base=lecture
 7442 | leisurely                      | 從容不迫地、悠閒地                      | 🚶        | chunks=['lei', 'su', 're', 'ly'] | py=ㄌㄞ-ㄙㄨ-ㄌㄧ-ㄌㄧ | theme=sight-words | stage=3
 7443 | lighten                        | 變亮                             | 🏃        | chunks=['lig', 'hten'] | py=ㄌㄧ-ㄏㄊㄝㄋ | theme=actions | stage=3
 7444 | limitation                     | 限制，極限，限度                       | 🎓        | chunks=['li', 'mi', 'ta', 'tion'] | py=ㄌㄧ-ㄇㄞ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=3 base=limit
 7445 | literary                       | 文學的，文藝的                        | 📖        | chunks=['li', 'te', 'ra', 'ry'] | py=ㄌㄧ-ㄊㄧ-ㄌㄚ-ㄌㄧ | theme=literature | stage=3
 7446 | literature                     | 文學                             | 📖        | chunks=['li', 'te', 'ra', 'tu', 're'] | py=ㄌㄧ-ㄊㄧ-ㄌㄚ-ㄑㄨ-ㄌㄧ | theme=literature | stage=3
 7447 | locker                         | 衣物櫃                            | 👕        | chunks=['loc', 'ker'] | py=ㄌㄚ-ㄎㄜ | theme=clothing | stage=3 base=lock
 7448 | lousy                          | 不潔的                            | 🎨        | chunks=['lou', 'sy'] | py=ㄌㄠ-ㄗㄧ | theme=adjectives | stage=3
 7449 | loyalty                        | 忠誠                             | 🏃        | chunks=['loyal', 'ty'] | py=ㄌㄛㄧㄚㄌ-ㄊㄧ | theme=actions | stage=3
 7450 | lunar                          | 月的                             | 🎨        | chunks=['lu', 'nar'] | py=ㄌㄨ-ㄋㄚ | theme=adjectives | stage=3
 7451 | luxurious                      | 奢侈的                            | 🎨        | chunks=['lu', 'xu', 'rious'] | py=ㄌㄨ-ㄎㄙㄚ-ㄖㄧㄜㄙ | theme=adjectives | stage=3
 7452 | luxury                         | 奢侈，奢華                          | 🏃        | chunks=['lu', 'xu', 'ry'] | py=ㄌㄨ-ㄎㄙㄚ-ㄌㄧ | theme=actions | stage=3
 7453 | machinery                      | 機器                             | 🏃        | chunks=['mac', 'hi', 'ne', 'ry'] | py=ㄇㄚ-ㄏㄞ-ㄋㄧ-ㄌㄧ | theme=actions | stage=3
 7454 | magnetic                       | 磁鐵的                            | 🪨        | chunks=['mag', 'ne', 'tic'] | py=ㄇㄚ-ㄋㄧ-ㄊㄧㄎ | theme=materials | stage=3
 7455 | magnificent                    | 壯麗的，宏偉的                        | 🎨        | chunks=['mag', 'ni', 'fi', 'cent'] | py=ㄇㄚ-ㄋㄜ-ㄈㄜ-ㄙㄣㄊ | theme=adjectives | stage=3
 7456 | manufacture                    | 製造，加工                          | 🎓        | chunks=['ma', 'nu', 'fac', 'tu', 're'] | py=ㄇㄚ-ㄋㄨ-ㄈㄚㄎ-ㄑㄨ-ㄌㄧ | theme=academic-words | stage=3
 7457 | manufacturer                   | 製造業者，廠商                        | 👨‍⚕️     | chunks=['ma', 'nu', 'fac', 'tu', 'rer'] | py=ㄇㄚ-ㄋㄨ-ㄈㄚㄎ-ㄑㄨ-ㄖㄜ | theme=jobs | stage=3 base=manufacture
 7458 | maturity                       | 成熟                             | 🎓        | chunks=['ma', 'tu', 'ri', 'ty'] | py=ㄇㄚ-ㄑㄨ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 7459 | maximum                        | 最大量、最大的                        | 🎨        | chunks=['ma', 'xi', 'mum'] | py=ㄇㄚ-ㄎㄙㄧ-ㄇㄚㄇ | theme=adjectives | stage=3
 7460 | mechanical                     | 機械的，用機械的                       | 🎨        | chunks=['mec', 'ha', 'ni', 'cal'] | py=ㄇㄝㄎ-ㄏㄜ-ㄋㄜ-ㄎㄜ | theme=adjectives | stage=3
 7461 | memorable                      | 值得懷念的                          | 🎨        | chunks=['me', 'mo', 'rab', 'le'] | py=ㄇㄝ-ㄇㄛ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3
 7462 | mercy                          | 慈悲，憐憫                          | 🏃        | chunks=['mer', 'cy'] | py=ㄇㄜ-ㄒㄧ | theme=emotions | stage=3
 7463 | merit                          | 長處，優點                          | 🏃        | chunks=['me', 'rit'] | py=ㄇㄝ-ㄌㄝㄊ | theme=actions | stage=3
 7464 | messenger                      | 送信人                            | 👨‍⚕️     | chunks=['mes', 'sen', 'ger'] | py=ㄇㄝㄙ-ㄙㄝㄣ-ㄍㄜ | theme=jobs | stage=3
 7465 | mischief                       | 頑皮，淘氣                          | 🏃        | chunks=['mis', 'chief'] | py=ㄇㄧㄙ-ㄑㄧㄈ | theme=actions | stage=3
 7466 | misfortune                     | 不幸                             | 🏃        | chunks=['mis', 'for', 'tu', 'ne'] | py=ㄇㄧㄙ-ㄈㄛ-ㄑㄨ-ㄋㄧ | theme=actions | stage=3
 7467 | mislead                        | 誤導                             | 🏃        | chunks=['mis', 'lead'] | py=ㄇㄧㄙ-ㄌㄧ | theme=actions | stage=3
 7468 | misunderstand                  | 誤會                             | 🏃        | chunks=['mi', 'sun', 'der', 'stand'] | py=ㄇㄞ-ㄙㄚㄣ-ㄉㄜ-ㄙㄉㄢㄉ | theme=actions | stage=3
 7469 | modesty                        | 謙遜，虛心                          | 🏃        | chunks=['mo', 'des', 'ty'] | py=ㄇㄛ-ㄉㄧ-ㄊㄧ | theme=actions | stage=3
 7470 | motivate                       | 給…動機                           | 🏃        | chunks=['mo', 'ti', 'va', 'te'] | py=ㄇㄛ-ㄊㄜ-ㄈㄚ-ㄊㄧ | theme=actions | stage=3
 7471 | motivation                     | 動機                             | 🎓        | chunks=['mo', 'ti', 'va', 'tion'] | py=ㄇㄛ-ㄊㄜ-ㄈㄚ-ㄒㄣ | theme=academic-words | stage=3 base=motive
 7472 | mountainous                    | 多山的                            | 🌳        | chunks=['moun', 'tai', 'nous'] | py=ㄇㄠㄣ-ㄊㄞ-ㄋㄜㄙ | theme=nature | stage=3 base=mountain
 7473 | mow                            | 刈                              | 🏃        | chunks=['m', 'ow'] | py=ㄝㄇ-ㄛ | theme=actions | stage=3
 7474 | muddy                          | 多爛泥的                           | 🎨        | chunks=['mud', 'dy'] | py=ㄇㄨㄉ-ㄉㄧ | theme=adjectives | stage=3 base=mud
 7475 | murderer                       | 謀殺犯，兇手                         | ⚖️       | chunks=['mur', 'de', 'rer'] | py=ㄇㄜ-ㄉㄧ-ㄖㄜ | theme=crime | stage=3 base=murder
 7476 | murmur                         | 低語聲                            | 🏃        | chunks=['mur', 'mur'] | py=ㄇㄜ-ㄇㄜ | theme=actions | stage=3
 7477 | mysterious                     | 神祕的                            | 🎨        | chunks=['mys', 'te', 'rious'] | py=ㄇㄧㄙ-ㄊㄧ-ㄖㄧㄜㄙ | theme=adjectives | stage=3
 7478 | nationality                    | 國籍                             | 🌍        | chunks=['na', 'tio', 'na', 'li', 'ty'] | py=ㄋㄚ-ㄒㄛ-ㄋㄚ-ㄌㄧ-ㄊㄧ | theme=countries | stage=3
 7479 | nearsighted                    | 近視的                            | 🎨        | chunks=['near', 'sig', 'hted'] | py=ㄋㄧㄦ-ㄒㄧㄍ-ㄏㄊㄝㄉ | theme=adjectives | stage=3
 7480 | needy                          | 貧窮的                            | 🎨        | chunks=['nee', 'dy'] | py=ㄋㄧ-ㄉㄧ | theme=adjectives | stage=3 base=need
 7481 | neglect                        | 忽視，忽略                          | 🏃        | chunks=['neg', 'lect'] | py=ㄋㄝㄍ-ㄌㄝㄎㄊ | theme=actions | stage=3
 7482 | nightmare                      | 夢魘                             | 🏃        | chunks=['nigh', 'tma', 're'] | py=ㄋㄧ-ㄊㄇㄚ-ㄌㄧ | theme=actions | stage=3
 7483 | nonsense                       | 胡說                             | 🏃        | chunks=['non', 'sen', 'se'] | py=ㄋㄚㄣ-ㄙㄝㄣ-ㄙㄜ | theme=actions | stage=3
 7484 | noun                           | 名詞                             | 🏃        | chunks=['n', 'oun'] | py=ㄝㄣ-ㄠㄋ | theme=actions | stage=3
 7485 | nursery                        | 幼兒室，育兒室                        | 🏃        | chunks=['nur', 'se', 'ry'] | py=ㄋㄜ-ㄙㄜ-ㄌㄧ | theme=actions | stage=3
 7486 | obedience                      | 服從，順從                          | 🎓        | chunks=['o', 'be', 'dien', 'ce'] | py=ㄛ-ㄅㄧ-ㄉㄞㄋ-ㄙㄜ | theme=academic-words | stage=3
 7487 | obedient                       | 服從的，順從的                        | 🎨        | chunks=['o', 'be', 'dient'] | py=ㄛ-ㄅㄧ-ㄉㄞㄋㄊ | theme=adjectives | stage=3
 7488 | objection                      | 反對                             | 🎓        | chunks=['ob', 'jec', 'tion'] | py=ㄚㄅ-ㄐㄝㄎ-ㄒㄣ | theme=academic-words | stage=3
 7489 | obstacle                       | 障礙                             | 🏃        | chunks=['ob', 'stac', 'le'] | py=ㄚㄅ-ㄙㄊㄚㄎ-ㄌㄧ | theme=actions | stage=3
 7490 | occasional                     | 偶爾的，非經常的                       | 🎨        | chunks=['oc', 'ca', 'sio', 'nal'] | py=ㄚㄎ-ㄎㄚ-ㄙㄧㄛ-ㄋㄦ | theme=adjectives | stage=3 base=occasion
 7491 | offend                         | 冒犯                             | 🏃        | chunks=['of', 'fend'] | py=ㄚㄈ-ㄈㄝㄋㄉ | theme=crime | stage=3
 7492 | offense                        | 罪過                             | 🏃        | chunks=['of', 'fen', 'se'] | py=ㄚㄈ-ㄈㄣ-ㄙㄜ | theme=actions | stage=3
 7493 | offensive                      | 冒犯的                            | 🎨        | chunks=['of', 'fen', 'si', 've'] | py=ㄚㄈ-ㄈㄣ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3 base=offense
 7494 | oppose                         | 反對                             | 🏃        | chunks=['op', 'po', 'se'] | py=ㄚㄆ-ㄆㄛ-ㄙㄜ | theme=actions | stage=3
