# 字 1500-2999
 1500 | both                           | 兩者都                            | ✌️       | chunks=['b', 'oth'] | py=ㄅㄛㄙ | theme=sight-words | stage=1
 2837 | bound                          | 綁住了                            | 🪢        | chunks=['b', 'ound'] | py=ㄅㄠㄣㄉ | theme=sight-words | stage=2 base=bind
 2838 | bit                            | 咬了                             | 🦷        | chunks=['b', 'it'] | py=ㄅㄧㄊ | theme=sight-words | stage=1 base=bite
 2839 | lit                            | 點亮了                            | 💡        | chunks=['l', 'it'] | py=ㄌㄧㄊ | theme=sight-words | stage=1 base=light
 2840 | shook                          | 搖了                             | 🤝        | chunks=['sh', 'ook'] | py=ㄒㄨㄎ | theme=sight-words | stage=1 base=shake
 2841 | forgot                         | 忘了                             | 😅        | chunks=['for', 'got'] | py=ㄈㄛ-ㄍㄚㄊ | theme=sight-words | stage=1 base=forget
 2842 | became                         | 變成了                            | 🔄        | chunks=['be', 'came'] | py=ㄅㄧ-ㄎㄟㄇ | theme=sight-words | stage=1 base=become
 2843 | lost                           | 失去了                            | 😢        | chunks=['l', 'ost'] | py=ㄌㄚㄙㄊ | theme=sight-words | stage=1 base=lose
 2844 | stuck                          | 卡住了                            | 🪤        | chunks=['st', 'uck'] | py=ㄙㄉㄚㄎ | theme=sight-words | stage=1 base=stick
 2845 | lay                            | 躺了                             | 🛌        | chunks=['l', 'ay'] | py=ㄌㄟ | theme=sight-words | stage=1 base=lie [有易混提示]
 2846 | fled                           | 逃了                             | 🏃        | chunks=['fl', 'ed'] | py=ㄈㄌㄝㄉ | theme=sight-words | stage=2
 2847 | flung                          | 扔了                             | 🤾        | chunks=['fl', 'ung'] | py=ㄈㄌㄚㄥ | theme=sight-words | stage=3
 2848 | clung                          | 緊抓住了(過去)                       | ✊        | chunks=['cl', 'ung'] | py=ㄎㄌㄚㄥ | theme=sight-words | stage=3 base=cling
 2849 | spun                           | 轉了                             | 🌀        | chunks=['sp', 'un'] | py=ㄙㄆㄚㄣ | theme=sight-words | stage=2
 2850 | froze                          | 結凍了                            | 🧊        | chunks=['fr', 'oze'] | py=ㄈㄌㄛㄗ | theme=sight-words | stage=1 base=freeze
 2851 | tore                           | 撕開了                            | 📜        | chunks=['t', 'ore'] | py=ㄊㄛㄦ | theme=sight-words | stage=2 base=tear
 2852 | bore                           | 承受了                            | 💪        | chunks=['b', 'ore'] | py=ㄅㄛㄦ | theme=sight-words | stage=2 base=bear
 2853 | swore                          | 發誓了                            | 🤚        | chunks=['sw', 'ore'] | py=ㄙㄨㄛㄦ | theme=sight-words | stage=2 base=swear
 2854 | wore                           | 穿了                             | 👕        | chunks=['w', 'ore'] | py=ㄨㄛㄦ | theme=sight-words | stage=1 base=wear
 2855 | snuck                          | 偷偷溜了(sneak 過去式)                | 🤫        | chunks=['sn', 'uck'] | py=ㄙㄋㄚㄎ | theme=sight-words | stage=2
 2856 | smelt                          | 聞了                             | 👃        | chunks=['sm', 'elt'] | py=ㄙㄇㄝㄦㄊ | theme=sight-words | stage=2
 2857 | dwelt                          | 居住過                            | 🏠        | chunks=['dw', 'elt'] | py=ㄉㄨㄝㄦㄊ | theme=sight-words | stage=3
 2858 | get off                        | 下車離開                           | 🚪        | chunks=['get', 'off'] | py=ㄍㄝㄊ-ㄛㄈ | theme=phrasal-verbs | stage=1
 2859 | get in                         | 進入                             | 📥        | chunks=['get', 'in'] | py=ㄍㄝㄊ-ㄧㄣ | theme=phrasal-verbs | stage=1
 2860 | get out                        | 出去                             | 📤        | chunks=['get', 'out'] | py=ㄍㄝㄊ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2861 | get over                       | 克服                             | 💪        | chunks=['get', 'o', 'ver'] | py=ㄍㄝㄊ-ㄛ-ㄈㄜ | theme=phrasal-verbs | stage=1
 2862 | get back                       | 回來                             | ↩️       | chunks=['get', 'back'] | py=ㄍㄝㄊ-ㄅㄚㄎ | theme=phrasal-verbs | stage=1
 2863 | take in                        | 理解吸收                           | 🧠        | chunks=['take', 'in'] | py=ㄊㄟㄎ-ㄧㄣ | theme=phrasal-verbs | stage=2
 2864 | take out                       | 取出                             | 📤        | chunks=['take', 'out'] | py=ㄊㄟㄎ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2865 | take over                      | 接管                             | 🔄        | chunks=['take', 'o', 'ver'] | py=ㄊㄟㄎ-ㄛ-ㄈㄜ | theme=phrasal-verbs | stage=2
 2866 | take away                      | 帶走                             | 🥡        | chunks=['take', 'a', 'way'] | py=ㄊㄟㄎ-ㄝ-ㄨㄝ | theme=phrasal-verbs | stage=1
 2867 | take up                        | 開始學                            | 📚        | chunks=['take', 'up'] | py=ㄊㄟㄎ-ㄚㄆ | theme=phrasal-verbs | stage=2
 2868 | put off                        | 延後                             | 📅        | chunks=['put', 'off'] | py=ㄆㄨㄊ-ㄛㄈ | theme=phrasal-verbs | stage=1
 2869 | put up                         | 舉起張貼                           | ⬆️       | chunks=['put', 'up'] | py=ㄆㄨㄊ-ㄚㄆ | theme=phrasal-verbs | stage=2
 2870 | put away                       | 收起來                            | 🗄️       | chunks=['put', 'a', 'way'] | py=ㄆㄨㄊ-ㄝ-ㄨㄝ | theme=phrasal-verbs | stage=1
 2871 | come up                        | 出現接近                           | ⬆️       | chunks=['come', 'up'] | py=ㄎㄚㄇ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2872 | come on                        | 加油                             | 💪        | chunks=['come', 'on'] | py=ㄎㄚㄇ-ㄚㄣ | theme=phrasal-verbs | stage=0
 2873 | come over                      | 過來                             | 👉        | chunks=['come', 'o', 'ver'] | py=ㄎㄚㄇ-ㄛ-ㄈㄜ | theme=phrasal-verbs | stage=1
 2874 | come out                       | 出來                             | 📤        | chunks=['come', 'out'] | py=ㄎㄚㄇ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2875 | come down                      | 下來                             | ⬇️       | chunks=['come', 'down'] | py=ㄎㄚㄇ-ㄉㄠㄣ | theme=phrasal-verbs | stage=1
 2876 | go on                          | 繼續                             | ▶️       | chunks=['go', 'on'] | py=ㄍㄛ-ㄚㄣ | theme=phrasal-verbs | stage=1
 2877 | go out                         | 出去                             | 🚪        | chunks=['go', 'out'] | py=ㄍㄛ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2878 | go off                         | 響起爆炸                           | 💥        | chunks=['go', 'off'] | py=ㄍㄛ-ㄛㄈ | theme=phrasal-verbs | stage=2
 2879 | go over                        | 複習                             | 📚        | chunks=['go', 'o', 'ver'] | py=ㄍㄛ-ㄛ-ㄈㄜ | theme=phrasal-verbs | stage=1
 2880 | go through                     | 經歷                             | 🚪        | chunks=['go', 'through'] | py=ㄍㄛ-ㄙㄌㄨ | theme=phrasal-verbs | stage=1
 2881 | go back                        | 回去                             | ↩️       | chunks=['go', 'back'] | py=ㄍㄛ-ㄅㄚㄎ | theme=phrasal-verbs | stage=1
 2882 | look up                        | 查詢                             | 🔍        | chunks=['look', 'up'] | py=ㄌㄨㄎ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2883 | look out                       | 小心                             | ⚠️       | chunks=['look', 'out'] | py=ㄌㄨㄎ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2884 | look after                     | 照顧                             | 🤗        | chunks=['look', 'af', 'ter'] | py=ㄌㄨㄎ-ㄚㄈ-ㄊㄜ | theme=phrasal-verbs | stage=1
 2885 | look into                      | 調查                             | 🔍        | chunks=['look', 'in', 'to'] | py=ㄌㄨㄎ-ㄧㄣ-ㄊㄨ | theme=phrasal-verbs | stage=2
 2886 | pick out                       | 挑出                             | 👆        | chunks=['pick', 'out'] | py=ㄆㄧㄎ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2887 | turn out                       | 結果是                            | 🎯        | chunks=['turn', 'out'] | py=ㄊㄜㄣ-ㄠㄊ | theme=phrasal-verbs | stage=2
 2888 | turn over                      | 翻過                             | 🔄        | chunks=['turn', 'o', 'ver'] | py=ㄊㄜㄣ-ㄛ-ㄈㄜ | theme=phrasal-verbs | stage=1
 2889 | turn down                      | 拒絕調小                           | ❌        | chunks=['turn', 'down'] | py=ㄊㄜㄣ-ㄉㄠㄣ | theme=phrasal-verbs | stage=1
 2890 | bring up                       | 提起養育                           | 💬        | chunks=['bring', 'up'] | py=ㄅㄌㄧㄥ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2891 | bring back                     | 帶回                             | ↩️       | chunks=['bring', 'back'] | py=ㄅㄌㄧㄥ-ㄅㄚㄎ | theme=phrasal-verbs | stage=1
 2892 | bring in                       | 引入                             | 📥        | chunks=['bring', 'in'] | py=ㄅㄌㄧㄥ-ㄧㄣ | theme=phrasal-verbs | stage=2
 2893 | fall down                      | 跌倒                             | 🤕        | chunks=['fall', 'down'] | py=ㄈㄛㄦ-ㄉㄠㄣ | theme=phrasal-verbs | stage=0
 2894 | fall apart                     | 瓦解                             | 💔        | chunks=['fall', 'a', 'part'] | py=ㄈㄛㄦ-ㄝ-ㄆㄚㄦㄊ | theme=phrasal-verbs | stage=2
 2895 | fall behind                    | 落後                             | ⏪        | chunks=['fall', 'be', 'hind'] | py=ㄈㄛㄦ-ㄅㄧ-ㄏㄞㄣㄉ | theme=phrasal-verbs | stage=2
 2896 | run out                        | 用完                             | 🚫        | chunks=['run', 'out'] | py=ㄌㄚㄣ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2897 | run away                       | 逃跑                             | 🏃        | chunks=['run', 'a', 'way'] | py=ㄌㄚㄣ-ㄝ-ㄨㄝ | theme=phrasal-verbs | stage=1
 2898 | run into                       | 偶遇                             | 🤝        | chunks=['run', 'in', 'to'] | py=ㄌㄚㄣ-ㄧㄣ-ㄊㄨ | theme=phrasal-verbs | stage=1
 2899 | break down                     | 故障崩潰                           | 💔        | chunks=['break', 'down'] | py=ㄅㄌㄝㄎ-ㄉㄠㄣ | theme=phrasal-verbs | stage=1
 2900 | break up                       | 分手                             | 💔        | chunks=['break', 'up'] | py=ㄅㄌㄝㄎ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2901 | break out                      | 爆發                             | 💥        | chunks=['break', 'out'] | py=ㄅㄌㄝㄎ-ㄠㄊ | theme=phrasal-verbs | stage=2
 2902 | break in                       | 闖入                             | 🚪        | chunks=['break', 'in'] | py=ㄅㄌㄝㄎ-ㄧㄣ | theme=phrasal-verbs | stage=2
 2903 | pass out                       | 昏倒                             | 😵        | chunks=['pass', 'out'] | py=ㄆㄚㄙ-ㄠㄊ | theme=phrasal-verbs | stage=2
 2904 | pass by                        | 經過                             | 👉        | chunks=['pass', 'by'] | py=ㄆㄚㄙ-ㄅㄞ | theme=phrasal-verbs | stage=1
 2905 | pass away                      | 去世                             | ⚰️       | chunks=['pass', 'a', 'way'] | py=ㄆㄚㄙ-ㄝ-ㄨㄝ | theme=phrasal-verbs | stage=2
 2906 | hold on                        | 等等                             | ✋        | chunks=['hold', 'on'] | py=ㄏㄛㄉ-ㄚㄣ | theme=phrasal-verbs | stage=0
 2907 | hold up                        | 舉起搶劫                           | 🤚        | chunks=['hold', 'up'] | py=ㄏㄛㄉ-ㄚㄆ | theme=phrasal-verbs | stage=2
 2908 | hold back                      | 忍住                             | 🛑        | chunks=['hold', 'back'] | py=ㄏㄛㄉ-ㄅㄚㄎ | theme=phrasal-verbs | stage=2
 2909 | figure out                     | 想通                             | 💡        | chunks=['fi', 'gure', 'out'] | py=ㄈㄧ-ㄍㄜ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2910 | work out                       | 想出健身                           | 💪        | chunks=['work', 'out'] | py=ㄨㄜㄎ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2911 | point out                      | 指出                             | 👆        | chunks=['point', 'out'] | py=ㄆㄛㄧㄣㄊ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2912 | set up                         | 設置                             | ⚙️       | chunks=['set', 'up'] | py=ㄙㄝㄊ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2913 | set off                        | 出發引爆                           | 🚀        | chunks=['set', 'off'] | py=ㄙㄝㄊ-ㄛㄈ | theme=phrasal-verbs | stage=2
 2914 | show up                        | 出現                             | 🚪        | chunks=['show', 'up'] | py=ㄒㄛ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2915 | show off                       | 炫耀                             | 💪        | chunks=['show', 'off'] | py=ㄒㄛ-ㄛㄈ | theme=phrasal-verbs | stage=1
 2916 | stand out                      | 突出                             | ⭐        | chunks=['stand', 'out'] | py=ㄙㄉㄢㄉ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2917 | carry on                       | 繼續                             | ▶️       | chunks=['car', 'ry', 'on'] | py=ㄎㄚ-ㄌㄧ-ㄚㄣ | theme=phrasal-verbs | stage=1
