# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
 1305 | judo                           | 柔道                             | 🥋        | chunks=['ju', 'do'] | py=ㄐㄨ-ㄉㄛ | theme=sports | stage=1
 1306 | karate                         | 空手道                            | 🥋        | chunks=['ka', 'ra', 'te'] | py=ㄎㄚ-ㄌㄚ-ㄊㄧ | theme=sports | stage=1
 1307 | jogging                        | 慢跑                             | 🏃        | chunks=['jog', 'ging'] | py=ㄐㄚ-ㄍㄧㄥ | theme=sports | stage=1 base=jog
 1308 | cycling                        | 騎車                             | 🚴        | chunks=['cy', 'cling'] | py=ㄙㄞ-ㄎㄌㄧㄥ | theme=sports | stage=1 base=cycle
 1309 | surfing                        | 衝浪                             | 🏄        | chunks=['surf', 'ing'] | py=ㄙㄜㄈ-ㄧㄥ | theme=sports | stage=1 base=surf
 1310 | diving                         | 潛水                             | 🤿        | chunks=['di', 'ving'] | py=ㄉㄞ-ㄈㄧㄥ | theme=sports | stage=1 base=dive
 1311 | skiing                         | 滑雪                             | ⛷️       | chunks=['ski', 'ing'] | py=ㄙㄎㄧ-ㄧㄥ | theme=sports | stage=1 base=ski
 1312 | snowboarding                   | 滑雪板                            | 🏂        | chunks=['snow', 'boar', 'ding'] | py=ㄙㄋㄛ-ㄅㄛㄦ-ㄉㄧㄥ | theme=sports | stage=2
 1313 | fishing                        | 釣魚                             | 🎣        | chunks=['fish', 'ing'] | py=ㄈㄧ-ㄒㄧㄥ | theme=sports | stage=0 base=fish
 1314 | hiking                         | 健行                             | 🥾        | chunks=['hi', 'king'] | py=ㄏㄞ-ㄎㄧㄥ | theme=sports | stage=1 base=hike
 1315 | camping                        | 露營                             | 🏕️       | chunks=['cam', 'ping'] | py=ㄎㄚㄇ-ㄆㄧㄥ | theme=sports | stage=1 base=camp
 1316 | rowing                         | 划船                             | 🚣        | chunks=['ro', 'wing'] | py=ㄌㄛ-ㄨㄧㄥ | theme=sports | stage=2 base=row
 1317 | sailing                        | 航行                             | ⛵        | chunks=['sai', 'ling'] | py=ㄙㄟ-ㄌㄧㄥ | theme=sports | stage=1 base=sail
 1318 | archery                        | 射箭                             | 🏹        | chunks=['ar', 'che', 'ry'] | py=ㄚㄦ-ㄑㄜ-ㄌㄧ | theme=sports | stage=2
 1319 | bowling                        | 保齡球                            | 🎳        | chunks=['bow', 'ling'] | py=ㄅㄛ-ㄌㄧㄥ | theme=sports | stage=1 base=bowl
 1320 | darts                          | 飛鏢                             | 🎯        | chunks=['d', 'arts'] | py=ㄉㄚㄦㄗ | theme=sports | stage=1
 1321 | chess                          | 西洋棋                            | ♟️       | chunks=['ch', 'ess'] | py=ㄑㄝㄙ | theme=sports | stage=1
 1322 | match                          | 比賽、火柴、配對                       | 🏆        | chunks=['m', 'atch'] | py=ㄇㄚㄑ | theme=sports | stage=1
 1323 | team                           | 隊伍                             | 👥        | chunks=['t', 'eam'] | py=ㄊㄧㄇ | theme=sports | stage=0
 1324 | player                         | 選手                             | 🏃        | chunks=['play', 'er'] | py=ㄆㄌㄟ-ㄜ | theme=sports | stage=0 base=play
 1325 | coach                          | 教練                             | 📣        | chunks=['c', 'oach'] | py=ㄎㄛㄑ | theme=sports | stage=1
 1326 | referee                        | 裁判                             | 🦓        | chunks=['ref', 'e', 'ree'] | py=ㄌㄝ-ㄈㄜ-ㄌㄧ | theme=sports | stage=2
 1327 | goal                           | 進球、目標                          | 🥅        | chunks=['g', 'oal'] | py=ㄍㄛㄦ | theme=sports | stage=1
 1328 | point                          | 得分、點、指                         | 🎯        | chunks=['p', 'oint'] | py=ㄆㄛㄧㄣㄊ | theme=sports | stage=0
 1329 | medal                          | 獎牌                             | 🏅        | chunks=['me', 'dal'] | py=ㄇㄝ-ㄉㄜ | theme=sports | stage=1
 1330 | trophy                         | 獎盃                             | 🏆        | chunks=['tro', 'phy'] | py=ㄊㄌㄛ-ㄈㄧ | theme=sports | stage=1
 1331 | champion                       | 冠軍                             | 🥇        | chunks=['cham', 'pion'] | py=ㄑㄚㄇ-ㄆㄧㄢ | theme=sports | stage=1
 1332 | winner                         | 贏家                             | 🥇        | chunks=['win', 'ner'] | py=ㄨㄧ-ㄋㄜ | theme=sports | stage=1 base=win
 1333 | loser                          | 輸家                             | 😞        | chunks=['lo', 'ser'] | py=ㄌㄨ-ㄗㄜ | theme=sports | stage=1 base=lose
 1334 | gym                            | 健身房                            | 🏋️       | chunks=['g', 'ym'] | py=ㄐㄧㄇ | theme=sports | stage=0
 1335 | field                          | 田、球場、領域                        | 🟩        | chunks=['f', 'ield'] | py=ㄈㄧㄦㄉ | theme=sports | stage=1
 1336 | court                          | 球場、法庭                          | 🎾        | chunks=['c', 'ourt'] | py=ㄎㄛㄦㄊ | theme=sports | stage=1
 1337 | stadium                        | 體育館                            | 🏟️       | chunks=['sta', 'di', 'um'] | py=ㄙㄉㄟ-ㄉㄧ-ㄜㄇ | theme=sports | stage=2
 1338 | race                           | 賽跑                             | 🏁        | chunks=['r', 'ace'] | py=ㄌㄟㄙ | theme=sports | stage=1
 1339 | marathon                       | 馬拉松                            | 🏃        | chunks=['mar', 'a', 'thon'] | py=ㄇㄝ-ㄌㄜ-ㄙㄢ | theme=sports | stage=2
 1340 | note                           | 音符、筆記                          | 🎵        | chunks=['n', 'ote'] | py=ㄋㄛㄊ | theme=music | stage=1
 1341 | melody                         | 旋律                             | 🎶        | chunks=['mel', 'o', 'dy'] | py=ㄇㄝ-ㄌㄜ-ㄉㄧ | theme=music | stage=2
 1342 | rhythm                         | 節奏                             | 🥁        | chunks=['rhy', 'thm'] | py=ㄌㄧ-ㄉㄜㄇ | theme=music | stage=2
 1343 | tune                           | 曲調                             | 🎵        | chunks=['t', 'une'] | py=ㄊㄧㄨㄣ | theme=music | stage=1
 1344 | chord                          | 和弦                             | 🎸        | chunks=['ch', 'ord'] | py=ㄎㄛㄦㄉ | theme=music | stage=2
 1345 | scale                          | 音階、比例、秤                        | 🎼        | chunks=['sc', 'ale'] | py=ㄙㄎㄟㄦ | theme=music | stage=2
 1346 | key                            | 音調                             | 🔑        | chunks=['k', 'ey'] | py=ㄎㄧ | theme=music | stage=1
 1347 | tempo                          | 節拍                             | 🎵        | chunks=['tem', 'po'] | py=ㄊㄝㄇ-ㄆㄛ | theme=music | stage=2
 1348 | lyrics                         | 歌詞                             | 📜        | chunks=['lyr', 'ics'] | py=ㄌㄧ-ㄌㄧㄎㄙ | theme=music | stage=2
 1349 | chorus                         | 副歌                             | 🎤        | chunks=['cho', 'rus'] | py=ㄎㄛ-ㄌㄜㄙ | theme=music | stage=2
 1350 | solo                           | 獨奏                             | 🎤        | chunks=['so', 'lo'] | py=ㄙㄛ-ㄌㄛ | theme=music | stage=1
 1351 | choir                          | 合唱團                            | 🎤        | chunks=['ch', 'oir'] | py=ㄎㄨㄚㄦ | theme=music | stage=2
 1352 | orchestra                      | 管絃樂團                           | 🎻        | chunks=['or', 'ches', 'tra'] | py=ㄛㄦ-ㄎㄝㄙ-ㄊㄌㄚ | theme=music | stage=2
 1353 | concert                        | 演唱會                            | 🎤        | chunks=['con', 'cert'] | py=ㄎㄚㄣ-ㄙㄜㄊ | theme=music | stage=1
 1354 | opera                          | 歌劇                             | 🎭        | chunks=['o', 'pe', 'ra'] | py=ㄚ-ㄆㄜ-ㄌㄚ | theme=music | stage=2
 1355 | album                          | 專輯                             | 💿        | chunks=['al', 'bum'] | py=ㄚㄦ-ㄅㄜㄇ | theme=music | stage=1
 1356 | record                         | 唱片、紀錄                          | 📀        | chunks=['rec', 'ord'] | py=ㄌㄝ-ㄎㄜㄉ | theme=music | stage=1
 1357 | radio                          | 收音機                            | 📻        | chunks=['ra', 'di', 'o'] | py=ㄌㄟ-ㄉㄧ-ㄛ | theme=music | stage=0
 1358 | speaker                        | 喇叭                             | 🔊        | chunks=['spea', 'ker'] | py=ㄙㄆㄧ-ㄎㄜ | theme=music | stage=1 base=speak
 1359 | microphone                     | 麥克風                            | 🎤        | chunks=['mi', 'cro', 'phone'] | py=ㄇㄞ-ㄎㄌㄜ-ㄈㄛㄣ | theme=music | stage=2
 1360 | headphones                     | 耳機                             | 🎧        | chunks=['head', 'phones'] | py=ㄏㄝㄉ-ㄈㄛㄣㄗ | theme=music | stage=1
 1361 | instrument                     | 樂器                             | 🎻        | chunks=['in', 'stru', 'ment'] | py=ㄧㄣ-ㄙㄉㄌㄜ-ㄇㄣㄊ | theme=music | stage=2
 1362 | trumpet                        | 小號                             | 🎺        | chunks=['trum', 'pet'] | py=ㄊㄌㄚㄇ-ㄆㄝㄊ | theme=music | stage=1
 1363 | saxophone                      | 薩克斯風                           | 🎷        | chunks=['sax', 'o', 'phone'] | py=ㄙㄚㄎ-ㄗㄜ-ㄈㄛㄣ | theme=music | stage=2
 1364 | clarinet                       | 豎笛                             | 🎶        | chunks=['cla', 'ri', 'net'] | py=ㄎㄌㄝ-ㄌㄜ-ㄋㄝㄊ | theme=music | stage=2
 1365 | trombone                       | 長號                             | 🎺        | chunks=['trom', 'bone'] | py=ㄊㄌㄚㄇ-ㄅㄛㄣ | theme=music | stage=2
 1366 | cello                          | 大提琴                            | 🎻        | chunks=['cel', 'lo'] | py=ㄑㄝ-ㄌㄛ | theme=music | stage=2
 1367 | harp                           | 豎琴                             | 🎶        | chunks=['h', 'arp'] | py=ㄏㄚㄦㄆ | theme=music | stage=2
 1368 | accordion                      | 手風琴                            | 🪗        | chunks=['ac', 'cor', 'di', 'on'] | py=ㄚ-ㄎㄛㄦ-ㄉㄧ-ㄢ | theme=music | stage=2
 1369 | xylophone                      | 木琴                             | 🎶        | chunks=['xy', 'lo', 'phone'] | py=ㄗㄞ-ㄌㄜ-ㄈㄛㄣ | theme=music | stage=2
 1370 | organ                          | 風琴                             | 🎹        | chunks=['or', 'gan'] | py=ㄛㄦ-ㄍㄣ | theme=music | stage=1
 1371 | ukulele                        | 烏克麗麗                           | 🎶        | chunks=['u', 'ku', 'le', 'le'] | py=ㄧㄨ-ㄎㄜ-ㄌㄟ-ㄌㄧ | theme=music | stage=2
 1372 | rapper                         | 饒舌歌手                           | 🎤        | chunks=['rap', 'per'] | py=ㄌㄚ-ㄆㄜ | theme=music | stage=1 base=rap
 1373 | composer                       | 作曲家                            | 🎼        | chunks=['com', 'po', 'ser'] | py=ㄎㄚㄇ-ㄆㄛ-ㄗㄜ | theme=music | stage=2 base=compose
 1374 | conductor                      | 指揮                             | 🎵        | chunks=['con', 'duc', 'tor'] | py=ㄎㄢ-ㄉㄚㄎ-ㄊㄜ | theme=music | stage=2 base=conduct
 1375 | pop                            | 流行                             | 🎵        | chunks=['p', 'op'] | py=ㄆㄚㄆ | theme=music | stage=1
 1376 | jazz                           | 爵士                             | 🎷        | chunks=['j', 'azz'] | py=ㄐㄚㄗ | theme=music | stage=1
 1377 | blues                          | 藍調                             | 🎵        | chunks=['bl', 'ues'] | py=ㄅㄌㄨㄗ | theme=music | stage=2
 1378 | classical                      | 古典                             | 🎼        | chunks=['clas', 'si', 'cal'] | py=ㄎㄌㄚ-ㄒㄜ-ㄎㄜ | theme=music | stage=2 base=classic [有易混提示]
 1379 | country                        | 鄉村                             | 🤠        | chunks=['coun', 'try'] | py=ㄎㄢ-ㄊㄌㄧ | theme=music | stage=1
 1380 | folk                           | 民謠                             | 🎵        | chunks=['f', 'olk'] | py=ㄈㄛㄎ | theme=music | stage=2
 1381 | rap                            | 饒舌                             | 🎤        | chunks=['r', 'ap'] | py=ㄌㄚㄆ | theme=music | stage=1 [有易混提示]
 1382 | perform                        | 表演                             | 🎭        | chunks=['per', 'form'] | py=ㄆㄜ-ㄈㄛㄦㄇ | theme=music | stage=2
 1383 | synthesizer                    | 合成器                            | 🎹        | chunks=['syn', 'the', 'si', 'zer'] | py=ㄒㄧㄣ-ㄙㄜ-ㄗㄞ-ㄗㄜ | theme=music | stage=3 base=synthesize
 1384 | metal                          | 金屬樂                            | 🎸        | chunks=['me', 'tal'] | py=ㄇㄝ-ㄉㄜ | theme=music | stage=2
 1385 | forest                         | 森林                             | 🌲        | chunks=['for', 'est'] | py=ㄈㄛ-ㄌㄝㄙㄊ | theme=nature | stage=0
 1386 | jungle                         | 叢林                             | 🌴        | chunks=['jun', 'gle'] | py=ㄐㄚㄥ-ㄍㄜ | theme=nature | stage=1
 1387 | desert                         | 沙漠                             | 🏜️       | chunks=['des', 'ert'] | py=ㄉㄝ-ㄗㄜㄊ | theme=nature | stage=1 [有易混提示]
 1388 | hill                           | 小山                             | ⛰️       | chunks=['h', 'ill'] | py=ㄏㄧㄦ | theme=nature | stage=0
 1389 | valley                         | 山谷                             | 🏞️       | chunks=['val', 'ley'] | py=ㄈㄚ-ㄌㄧ | theme=nature | stage=1
 1390 | cliff                          | 懸崖                             | 🪨        | chunks=['cl', 'iff'] | py=ㄎㄌㄧㄈ | theme=nature | stage=1
 1391 | cave                           | 洞穴                             | 🕳️       | chunks=['c', 'ave'] | py=ㄎㄟㄈ | theme=nature | stage=1
