# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 5909 | on the same page               | 看法一致                           | 📖        | chunks=['on', 'the', 'same', 'page'] | py=ㄛㄣ-ㄉㄚ-ㄙㄟㄇ-ㄆㄟㄐ | theme=idioms | stage=2
 5910 | play it by ear                 | 見機行事                           | 👂        | chunks=['play', 'it', 'by', 'ear'] | py=ㄆㄌㄟ-ㄧㄊ-ㄅㄞ-ㄧㄜ | theme=idioms | stage=3
 5911 | see the light                  | 恍然大悟                           | 💡        | chunks=['see', 'the', 'light'] | py=ㄒㄧ-ㄉㄚ-ㄌㄞㄊ | theme=idioms | stage=3
 5912 | take it easy                   | 放輕鬆                            | 😌        | chunks=['take', 'it', 'eas', 'y'] | py=ㄊㄟㄎ-ㄧㄊ-ㄧ-ㄗㄧ | theme=idioms | stage=1
 5913 | the bottom line                | 底線、最終結論                        | 📊        | chunks=['the', 'bot', 'tom', 'line'] | py=ㄉㄚ-ㄅㄚ-ㄊㄣㄇ-ㄌㄞㄣ | theme=idioms | stage=3
 5914 | throw in the towel             | 認輸                             | 🏳️       | chunks=['throw', 'in', 'the', 'tow', 'el'] | py=ㄒㄖㄛ-ㄧㄣ-ㄉㄚ-ㄊㄠ-ㄛ | theme=idioms | stage=3
 5915 | tip of the iceberg             | 冰山一角                           | 🧊        | chunks=['tip', 'of', 'the', 'ice', 'berg'] | py=ㄊㄧㄆ-ㄚㄈ-ㄉㄚ-ㄞㄙ-ㄅㄜㄍ | theme=idioms | stage=3
 5916 | wild goose chase               | 白費功夫                           | 🦢        | chunks=['wild', 'goose', 'chase'] | py=ㄨㄞㄛㄉ-ㄍㄨㄙ-ㄔㄟㄙ | theme=idioms | stage=3
 5917 | with flying colors             | 出色地                            | 🎨        | chunks=['with', 'fly', 'ing', 'col', 'ors'] | py=ㄨㄧㄒ-ㄈㄌㄞ-ㄧㄥ-ㄎㄚ-ㄜㄗ | theme=idioms | stage=3
 5918 | drop in the bucket             | 杯水車薪                           | 💧        | chunks=['drop', 'in', 'the', 'buck', 'et'] | py=ㄉㄖㄚㄆ-ㄧㄣ-ㄉㄚ-ㄅㄚ-ㄎㄝㄊ | theme=idioms | stage=3
 5919 | ace in the hole                | 王牌                             | 🃏        | chunks=['ace', 'in', 'the', 'hole'] | py=ㄝㄙ-ㄧㄣ-ㄉㄚ-ㄏㄛㄛ | theme=idioms | stage=4
 5920 | comprehend                     | 理解                             | 🧠        | chunks=['com', 'pre', 'hend'] | py=ㄎㄚㄇ-ㄆㄖㄜ-ㄏㄣㄉ | theme=actions | stage=3
 5921 | endeavor                       | 努力                             | 💪        | chunks=['en', 'deav', 'or'] | py=ㄣ-ㄉㄝ-ㄨㄜ | theme=actions | stage=3
 5922 | attempt                        | 嘗試                             | 🎯        | chunks=['at', 'tempt'] | py=ㄜ-ㄊㄝㄇㄆㄊ | theme=actions | stage=2
 5923 | grasp                          | 抓住、理解                          | ✊        | chunks=['gr', 'asp'] | py=ㄍㄖㄚㄙㄆ | theme=actions | stage=2
 5924 | discern                        | 辨識                             | 🔍        | chunks=['dis', 'cern'] | py=ㄉㄜ-ㄙㄜㄜㄣ | theme=actions | stage=4
 5925 | contemplate                    | 沉思                             | 💭        | chunks=['con', 'tem', 'plate'] | py=ㄎㄚㄣ-ㄊㄣ-ㄆㄌㄟㄊ | theme=actions | stage=3
 5926 | ponder                         | 思索                             | 🤔        | chunks=['pon', 'der'] | py=ㄆㄚㄣ-ㄉㄜ | theme=actions | stage=3
 5927 | deliberate                     | 審慎考慮                           | ⚖️       | chunks=['de', 'lib', 'er', 'ate'] | py=ㄉㄜ-ㄌㄧ-ㄅㄜ-ㄖㄝㄊ | theme=actions | stage=3
 5928 | hesitate                       | 猶豫                             | 🤔        | chunks=['hes', 'i', 'tate'] | py=ㄏㄝ-ㄗㄜ-ㄊㄟㄊ | theme=actions | stage=2
 5929 | waver                          | 動搖                             | 〰️       | chunks=['wa', 'ver'] | py=ㄨㄟ-ㄨㄜ | theme=actions | stage=3 base=wave
 5930 | surge                          | 激增                             | 📈        | chunks=['s', 'urge'] | py=ㄙㄜㄜㄐ | theme=actions | stage=3
 5931 | dwindle                        | 逐漸減少                           | 📉        | chunks=['dwin', 'dle'] | py=ㄉㄨㄧㄣ-ㄉㄛ | theme=actions | stage=3
 5932 | escalate                       | 升級                             | 📈        | chunks=['es', 'ca', 'late'] | py=ㄝㄙ-ㄎㄜ-ㄌㄟㄊ | theme=actions | stage=3
 5933 | plummet                        | 暴跌                             | 📉        | chunks=['plum', 'met'] | py=ㄆㄌㄚ-ㄇㄝㄊ | theme=actions | stage=3
 5934 | soar                           | 翱翔、飆升                          | 🦅        | chunks=['s', 'oar'] | py=ㄙㄛㄜ | theme=actions | stage=3 [有易混提示]
 5935 | plunge                         | 猛跌                             | 📉        | chunks=['pl', 'unge'] | py=ㄆㄌㄚㄣㄐ | theme=actions | stage=3
 5936 | glide                          | 滑行                             | 🛷        | chunks=['gl', 'ide'] | py=ㄍㄌㄞㄉ | theme=actions | stage=2
 5937 | scatter                        | 散開                             | 💨        | chunks=['scat', 'ter'] | py=ㄙㄎㄚ-ㄊㄜ | theme=actions | stage=2
 5938 | gather                         | 聚集                             | 🤝        | chunks=['gath', 'er'] | py=ㄍㄚ-ㄉㄜ | theme=actions | stage=1
 5939 | disperse                       | 分散                             | 💨        | chunks=['dis', 'perse'] | py=ㄉㄧㄙ-ㄆㄜㄙ | theme=actions | stage=3
 5940 | condense                       | 濃縮                             | 💧        | chunks=['con', 'dense'] | py=ㄎㄣ-ㄉㄣㄙ | theme=actions | stage=3
 5941 | shrink                         | 縮小                             | 🤏        | chunks=['shr', 'ink'] | py=ㄒㄖㄧㄥㄎ | theme=actions | stage=2
 5942 | swell                          | 膨脹                             | 🎈        | chunks=['sw', 'ell'] | py=ㄙㄨㄝㄛ | theme=actions | stage=2
 5943 | bloom                          | 開花                             | 🌳        | chunks=['bl', 'oom'] | py=ㄅㄌㄨㄇ | theme=actions | stage=1
 5944 | wither                         | 枯萎                             | 🥀        | chunks=['with', 'er'] | py=ㄨㄧ-ㄉㄜ | theme=actions | stage=3
 5945 | decay                          | 腐爛                             | 🍂        | chunks=['de', 'cay'] | py=ㄉㄜ-ㄎㄟ | theme=actions | stage=2
 5946 | flourish                       | 繁榮                             | 🎨        | chunks=['flour', 'ish'] | py=ㄈㄌㄜ-ㄖㄧㄒ | theme=actions | stage=3
 5947 | thrive                         | 茁壯                             | 🎨        | chunks=['thr', 'ive'] | py=ㄒㄖㄞㄈ | theme=actions | stage=3
 5948 | endure                         | 忍耐                             | 🎓        | chunks=['en', 'dure'] | py=ㄣ-ㄉㄩㄜ | theme=academic-words | stage=2
 5949 | prevail                        | 勝出                             | 🏆        | chunks=['pre', 'vail'] | py=ㄆㄖㄜ-ㄨㄟㄛ | theme=actions | stage=3
 5950 | succumb                        | 屈服                             | 😞        | chunks=['suc', 'cumb'] | py=ㄙㄜ-ㄎㄚㄇ | theme=actions | stage=4
 5951 | conquer                        | 征服                             | 🏆        | chunks=['con', 'quer'] | py=ㄎㄚㄣ-ㄎㄜ | theme=actions | stage=2
 5952 | subdue                         | 制服                             | 🛑        | chunks=['sub', 'due'] | py=ㄙㄚㄅ-ㄉㄩ | theme=actions | stage=4
 5953 | govern                         | 治理                             | 🏛️       | chunks=['gov', 'ern'] | py=ㄍㄚ-ㄨㄜㄣ | theme=actions | stage=2
 5954 | administer                     | 管理                             | 📋        | chunks=['ad', 'min', 'is', 'ter'] | py=ㄚㄉ-ㄇㄧㄣ-ㄜ-ㄙㄊㄜ | theme=actions | stage=3
 5955 | oversee                        | 監督                             | 👁️       | chunks=['o', 'ver', 'see'] | py=ㄛ-ㄨㄜ-ㄒㄧ | theme=actions | stage=3
 5956 | supervise                      | 監管                             | 👁️       | chunks=['su', 'per', 'vise'] | py=ㄙㄨ-ㄆㄜ-ㄨㄞㄗ | theme=actions | stage=2
 5957 | defy                           | 反抗                             | ✊        | chunks=['de', 'fy'] | py=ㄉㄜ-ㄈㄞ | theme=actions | stage=3
 5958 | mock                           | 嘲笑                             | 😏        | chunks=['m', 'ock'] | py=ㄇㄚㄎ | theme=actions | stage=3
 5959 | scorn                          | 鄙視                             | 😒        | chunks=['sc', 'orn'] | py=ㄙㄎㄛㄜㄣ | theme=actions | stage=3
 5960 | deceive                        | 欺騙                             | 🎨        | chunks=['de', 'ceive'] | py=ㄉㄜ-ㄙㄧㄈ | theme=actions | stage=3
 5961 | betray                         | 背叛                             | 💔        | chunks=['be', 'tray'] | py=ㄅㄧ-ㄊㄖㄟ | theme=actions | stage=3
 5962 | flatter                        | 奉承                             | 💬        | chunks=['flat', 'ter'] | py=ㄈㄌㄚ-ㄊㄜ | theme=actions | stage=3
 5963 | resent                         | 怨恨                             | 🎨        | chunks=['re', 'sent'] | py=ㄖㄜ-ㄗㄣㄊ | theme=actions | stage=3
 5964 | rejoice                        | 歡欣                             | 🎉        | chunks=['re', 'joice'] | py=ㄖㄜ-ㄐㄛㄧㄙ | theme=actions | stage=3
 5965 | mourn                          | 哀悼                             | 😢        | chunks=['m', 'ourn'] | py=ㄇㄛㄜㄣ | theme=actions | stage=3
 5966 | lament                         | 悲嘆                             | 🎨        | chunks=['la', 'ment'] | py=ㄌㄜ-ㄇㄣㄊ | theme=actions | stage=4
 5967 | grieve                         | 悲傷                             | 😢        | chunks=['gr', 'ieve'] | py=ㄍㄖㄧㄈ | theme=actions | stage=3
 5968 | ache                           | 疼痛                             | 😖        | chunks=['a', 'che'] | py=ㄝㄎ | theme=actions | stage=2
 5969 | crave                          | 渴望                             | 😋        | chunks=['cr', 'ave'] | py=ㄎㄖㄟㄈ | theme=actions | stage=2
 5970 | able                           | 能，可以                           | 🏃        | chunks=['ab', 'le'] | py=ㄚㄅ-ㄌㄧ | theme=actions | stage=1
 5971 | about                          | 關於                             | 🏃        | chunks=['a', 'bout'] | py=ㄜ-ㄅㄠㄊ | theme=sight-words | stage=1
 5972 | according to                   | 根據                             | 🔗        | chunks=['ac', 'cor', 'ding', 'to'] | py=ㄚㄎㄎㄛㄜㄉㄧㄥ-ㄊㄛ | theme=phrasal-verbs | stage=1
 5973 | act                            | 行動、扮演                          | 🏃        | chunks=['ac', 't'] | py=ㄚㄎ-ㄊㄧ | theme=actions | stage=1
 5974 | address                        | 地址、演說、處理                       | 🏃        | chunks=['ad', 'dress'] | py=ㄚㄉ-ㄉㄌㄝㄙ | theme=places | stage=1
 5975 | airmail                        | 航空郵件                           | 🏃        | chunks=['air', 'mail'] | py=ㄟㄦ-ㄇㄝㄦ | theme=actions | stage=1
 5976 | airplane                       | 飛機                             | ✈️       | chunks=['air', 'pla', 'ne'] | py=ㄟㄦ-ㄆㄌㄚ-ㄋㄧ | theme=transportation | stage=1
 5977 | allow                          | 允許                             | 🏃        | chunks=['al', 'low'] | py=ㄦ-ㄌㄛ | theme=actions | stage=1
 5978 | almost                         | 幾乎                             | 🏃        | chunks=['al', 'most'] | py=ㄦ-ㄇㄛㄙㄊ | theme=sight-words | stage=1 [有易混提示]
 5979 | alone                          | 單獨的                            | 🎨        | chunks=['a', 'lo', 'ne'] | py=ㄜ-ㄌㄛ-ㄋㄧ | theme=adjectives | stage=1 [有易混提示]
 5980 | animal                         | 動物                             | 🐾        | chunks=['a', 'ni', 'mal'] | py=ㄜ-ㄋㄜ-ㄇㄜ | theme=animals | stage=1
 5981 | anything                       | 任何東西                           | 🧭        | chunks=['a', 'nyt', 'hing'] | py=ㄜ-ㄋㄧㄊ-ㄏㄧㄥ | theme=sight-words | stage=1
 5982 | appear                         | 出現                             | 🏃        | chunks=['ap', 'pear'] | py=ㄚ-ㄆㄧㄜ | theme=actions | stage=1
 5983 | art                            | 藝術                             | 🎨        | chunks=['ar', 't'] | py=ㄚㄦ-ㄊㄧ | theme=art | stage=1
 5984 | auntie                         | 阿姨、姑姑、伯母                       | 🏃        | chunks=['aun', 'tie'] | py=ㄛㄋ-ㄊㄧ | theme=family | stage=1
 5985 | aunty                          | 阿姨                             | 🏃        | chunks=['aun', 'ty'] | py=ㄛㄋ-ㄊㄧ | theme=family | stage=1
 5986 | base                           | 基礎、基地                          | 🏃        | chunks=['ba', 'se'] | py=ㄅㄟ-ㄙㄜ | theme=actions | stage=1
 5987 | basic                          | 基礎的                            | 🎨        | chunks=['ba', 'sic'] | py=ㄅㄟ-ㄗㄧㄎ | theme=adjectives | stage=1
 5988 | bath                           | 洗澡、浴缸                          | 🏃        | chunks=['b', 'ath'] | py=ㄅㄧ-ㄚㄙ | theme=bathroom | stage=1 [有易混提示]
 5989 | bathe                          | 洗澡、沐浴                          | 🏃        | chunks=['bat', 'he'] | py=ㄅㄝ-ㄏㄝ | theme=bathroom | stage=1 [有易混提示]
 5990 | bathroom                       | 浴室                             | 🚿        | chunks=['bat', 'hroom'] | py=ㄅㄝ-ㄏㄖㄨㄇ | theme=bathroom | stage=1
 5991 | become                         | 成為                             | 🏃        | chunks=['be', 'co', 'me'] | py=ㄅㄧ-ㄎㄛ-ㄇㄝ | theme=actions | stage=1 base=become
 5992 | believe                        | 相信                             | 🏃        | chunks=['be', 'lie', 've'] | py=ㄅㄧ-ㄌㄞ-ㄈㄜ | theme=actions | stage=1
 5993 | belong                         | 屬於                             | 🏃        | chunks=['be', 'long'] | py=ㄅㄧ-ㄌㄛㄥ | theme=actions | stage=1
 5994 | best                           | 最好的                            | 🎨        | chunks=['b', 'est'] | py=ㄅㄧ-ㄝㄙㄊ | theme=adjectives | stage=1 base=good
 5995 | better                         | 較好的                            | 🎨        | chunks=['bet', 'ter'] | py=ㄅㄝㄊ-ㄊㄜ | theme=adjectives | stage=1 base=good
 5996 | bite                           | 咬                              | 🏃        | chunks=['bi', 'te'] | py=ㄅㄞ-ㄊㄧ | theme=actions | stage=1
 5997 | blow                           | 吹                              | 🏃        | chunks=['bl', 'ow'] | py=ㄅㄌ-ㄛ | theme=actions | stage=1
 5998 | born                           | 出生、天生的                         | 🎨        | chunks=['b', 'orn'] | py=ㄅㄧ-ㄛㄜㄋ | theme=adjectives | stage=1 base=bear
 5999 | box                            | 箱子                             | 🏃        | chunks=['b', 'ox'] | py=ㄅㄧ-ㄚㄎ | theme=home-items | stage=1
